val_loss,val_accuracy,val_top_2_accuracy,loss,accuracy,top_2_accuracy,lr
1.357994578644597,0.5021897554397583,0.698296844959259,1.7154176745299874,0.4179346561431885,0.6072024703025818,9.999999747378752e-05
1.0827513594406946,0.6048662066459656,0.7761557102203369,1.2201392906934072,0.5429525375366211,0.7424278855323792,9.999999747378752e-05
1.0637481185061508,0.6048662066459656,0.7756690979003906,1.0861247361033282,0.5953732132911682,0.7889816164970398,9.999999747378752e-05
0.939536070011538,0.6355231404304504,0.8209245800971985,0.9858219089071364,0.6368709802627563,0.8196040987968445,9.999999747378752e-05
0.8931148325439787,0.6588807702064514,0.8262773752212524,0.9133351974091551,0.6664440631866455,0.83920818567276,9.999999747378752e-05
0.9737992573248498,0.6350364685058594,0.7970802783966064,0.8351940475157272,0.6953970789909363,0.864488422870636,9.999999747378752e-05
0.8916229724013892,0.6579075455665588,0.8369829654693604,0.7870482433845853,0.7114238142967224,0.8733603358268738,9.999999747378752e-05
0.9137660750797485,0.6676399111747742,0.8330900073051453,0.7338121359000875,0.7346053123474121,0.8838063478469849,9.999999747378752e-05
0.923143929547637,0.6496350169181824,0.8184914588928223,0.6869953007934602,0.7523014545440674,0.8940138220787048,9.999999747378752e-05
1.134454115492874,0.6369829773902893,0.7834550142288208,0.6445751099406806,0.7685189843177795,0.9085618853569031,9.999999747378752e-05
0.9930563518310696,0.65450119972229,0.8233576416969299,0.6054648425651284,0.7815883755683899,0.9159074425697327,9.999999747378752e-05
0.9918296900688877,0.6257907748222351,0.8043795824050903,0.5674058384523453,0.7954686284065247,0.9223944544792175,9.999999747378752e-05
0.8654443119564196,0.6739659309387207,0.8530413508415222,0.5009731582147592,0.8229429721832275,0.9376580119132996,9.999999747378752e-06
0.8320549104045487,0.7065693140029907,0.861800491809845,0.48256843331717036,0.8310994505882263,0.9402337074279785,9.999999747378752e-06
0.8373000186725255,0.698296844959259,0.8588807582855225,0.4755622979425002,0.8330073952674866,0.9411399960517883,9.999999747378752e-06
0.8309724446340779,0.7002432942390442,0.8656934499740601,0.47036914252563905,0.8327211737632751,0.9434295296669006,9.999999747378752e-06
0.8366459032914935,0.6934306621551514,0.856447696685791,0.4646642050025516,0.8361077904701233,0.944049596786499,9.999999747378752e-06
0.8475896591977772,0.68905109167099,0.8647201657295227,0.4575735064912405,0.8409730792045593,0.9450989961624146,9.999999747378752e-06
0.8457579097028486,0.6919708251953125,0.8603406548500061,0.45842221272239075,0.8397328853607178,0.9476746916770935,9.999999747378752e-06
0.8871978616772487,0.6676399111747742,0.8574209213256836,0.4489566984905595,0.8427855968475342,0.9493918418884277,9.999999747378752e-06
0.8310775431113232,0.6992700695991516,0.8652068376541138,0.443348492978724,0.8485571146011353,0.9499165415763855,9.999999747378752e-06
0.8378859765918295,0.7031630277633667,0.861800491809845,0.4417841260085776,0.8462198972702026,0.9492010474205017,9.999999747378752e-06
0.8459622166742664,0.6953771114349365,0.8603406548500061,0.4368003080660535,0.8473646640777588,0.9513474702835083,9.999999747378752e-06
0.8603656704408409,0.6749391555786133,0.8545011878013611,0.4370235614523011,0.8453612923622131,0.9491056799888611,9.999999747378752e-06
0.8656918597917487,0.6783455014228821,0.856447696685791,0.427027196451158,0.850942075252533,0.9496780633926392,9.999999747378752e-06
