val_loss,val_accuracy,loss,accuracy,lr
2.6946939064638458,0.0987834557890892,1.2245357890534245,0.5547385811805725,9.999999747378752e-05
0.6909394419686348,0.7211678624153137,0.7445983674011979,0.661928117275238,9.999999747378752e-05
0.5891141977333384,0.7381995320320129,0.68107901176596,0.6941176652908325,9.999999747378752e-05
0.7079570377250077,0.6525547504425049,0.6375024963827695,0.7207516431808472,9.999999747378752e-05
0.6307841438156555,0.7192214131355286,0.6030118159998477,0.7358660101890564,9.999999747378752e-05
0.5990347895018956,0.7313868403434753,0.5699942951108895,0.751879096031189,9.999999747378752e-05
0.8335425785423195,0.6296836733818054,0.5474309311193578,0.7642157077789307,9.999999747378752e-05
0.9314136324137667,0.5737226009368896,0.5159758931671092,0.781781017780304,9.999999747378752e-05
0.5642553372467232,0.7557177543640137,0.4703139946741216,0.8056372404098511,9.999999747378752e-06
0.5857327626134358,0.7313868403434753,0.4551927559905582,0.8173202872276306,9.999999747378752e-06
0.5783407462846913,0.7338199615478516,0.4411828034064349,0.8176470398902893,9.999999747378752e-06
0.6126421870251352,0.7187348008155823,0.43883752885207633,0.8217320442199707,9.999999747378752e-06
0.5640768719560618,0.7459853887557983,0.4368532002751344,0.822549045085907,9.999999747378752e-06
0.563612435827,0.7566909790039062,0.4351358261373308,0.822549045085907,9.999999747378752e-06
0.5968141291190818,0.7289537787437439,0.4312303173386194,0.8278594613075256,9.999999747378752e-06
0.5976850020334379,0.7265206575393677,0.41941871748251075,0.8316176533699036,9.999999747378752e-06
0.5814973159573084,0.7401459813117981,0.41935336406713997,0.8304738402366638,9.999999747378752e-06
0.5871219308997012,0.7318734526634216,0.41733151004205343,0.8359476923942566,9.999999747378752e-06
0.6008158356748938,0.7221411466598511,0.41236303814875536,0.8352124094963074,9.999999747378752e-06
0.5859184948777341,0.7420924305915833,0.4056278381082747,0.8356209397315979,9.999999747378752e-06
0.5605358490688668,0.7503649592399597,0.40784973112586276,0.8340686559677124,9.999999747378752e-06
0.5688645819822947,0.7474452257156372,0.402291936266656,0.839379072189331,9.999999747378752e-06
0.5643693840416678,0.7537713050842285,0.39414287525064806,0.84125816822052,9.999999747378752e-06
0.5533115156230555,0.7576642632484436,0.39134282454166536,0.8445261716842651,9.999999747378752e-06
0.5656393448076689,0.75620436668396,0.3927226888588051,0.8433006405830383,9.999999747378752e-06
